user_id,cluster,segment
R04043,0,Champions
R04044,0,Champions
R04045,2,At-Risk
R04046,1,Dormant
R04048,0,Champions
R04049,2,At-Risk
R04050,0,Champions
R04051,2,At-Risk
R04052,2,At-Risk
R04053,0,Champions
R04054,2,At-Risk
R04055,1,Dormant
R04056,2,At-Risk
R04057,1,Dormant
R04058,2,At-Risk
R04059,1,Dormant
R04060,2,At-Risk
R04061,0,Champions
R04063,2,At-Risk
R04064,0,Champions
R04065,2,At-Risk
R04066,2,At-Risk
R04067,2,At-Risk
R04068,3,Loyal Riders
R04069,0,Champions
R04070,2,At-Risk
R04071,0,Champions
R04072,1,Dormant
R04073,1,Dormant
R04074,2,At-Risk
R04075,2,At-Risk
R04076,2,At-Risk
R04077,3,Loyal Riders
R04079,0,Champions
R04080,0,Champions
R04082,0,Champions
R04083,2,At-Risk
R04085,1,Dormant
R04086,2,At-Risk
R04087,1,Dormant
R04088,0,Champions
R04089,0,Champions
R04090,0,Champions
R04091,0,Champions
R04092,1,Dormant
R04093,2,At-Risk
R04094,2,At-Risk
R04095,0,Champions
R04096,0,Champions
R04097,2,At-Risk
R04098,0,Champions
R04099,2,At-Risk
R04100,2,At-Risk
R04102,1,Dormant
R04103,2,At-Risk
R04104,0,Champions
R04105,0,Champions
R04106,1,Dormant
R04107,2,At-Risk
R04108,2,At-Risk
R04109,0,Champions
R04110,1,Dormant
R04111,1,Dormant
R04112,0,Champions
R04113,0,Champions
R04114,0,Champions
R04115,2,At-Risk
R04116,2,At-Risk
R04117,2,At-Risk
R04118,0,Champions
R04119,1,Dormant
R04120,0,Champions
R04121,0,Champions
R04123,2,At-Risk
R04124,2,At-Risk
R04125,0,Champions
R04126,0,Champions
R04127,0,Champions
R04128,0,Champions
R04129,2,At-Risk
R04130,1,Dormant
R04131,0,Champions
R04132,0,Champions
R04133,0,Champions
R04134,2,At-Risk
R04135,0,Champions
R04136,0,Champions
R04137,2,At-Risk
R04138,2,At-Risk
R04139,2,At-Risk
R04140,0,Champions
R04141,2,At-Risk
R04143,1,Dormant
R04144,2,At-Risk
R04146,2,At-Risk
R04147,1,Dormant
R04148,0,Champions
R04149,0,Champions
R04151,2,At-Risk
R04152,1,Dormant
R04153,0,Champions
R04154,3,Loyal Riders
R04155,0,Champions
R04156,3,Loyal Riders
R04158,0,Champions
R04159,2,At-Risk
R04160,2,At-Risk
R04161,0,Champions
R04162,0,Champions
R04163,1,Dormant
R04164,1,Dormant
R04165,2,At-Risk
R04167,2,At-Risk
R04168,1,Dormant
R04169,0,Champions
R04170,2,At-Risk
R04171,3,Loyal Riders
R04172,0,Champions
R04173,1,Dormant
R04175,1,Dormant
R04176,1,Dormant
R04179,0,Champions
R04181,0,Champions
R04182,3,Loyal Riders
R04183,0,Champions
R04184,0,Champions
R04185,3,Loyal Riders
R04186,2,At-Risk
R04187,2,At-Risk
R04188,2,At-Risk
R04189,2,At-Risk
R04190,1,Dormant
R04191,0,Champions
R04192,2,At-Risk
R04194,1,Dormant
R04195,2,At-Risk
R04196,1,Dormant
R04198,2,At-Risk
R04199,0,Champions
R04200,1,Dormant
R04201,3,Loyal Riders
R04202,2,At-Risk
R04203,0,Champions
R04204,2,At-Risk
R04206,3,Loyal Riders
R04207,2,At-Risk
R04208,0,Champions
R04209,0,Champions
R04210,2,At-Risk
R04211,0,Champions
R04212,2,At-Risk
R04213,3,Loyal Riders
R04214,1,Dormant
R04215,0,Champions
R04216,1,Dormant
R04217,3,Loyal Riders
R04218,3,Loyal Riders
R04219,2,At-Risk
R04220,0,Champions
R04222,1,Dormant
R04223,1,Dormant
R04224,0,Champions
R04225,2,At-Risk
R04226,0,Champions
R04227,0,Champions
R04228,2,At-Risk
R04229,2,At-Risk
R04230,0,Champions
R04231,1,Dormant
R04232,1,Dormant
R04233,1,Dormant
R04234,3,Loyal Riders
R04235,0,Champions
R04236,2,At-Risk
R04237,2,At-Risk
R04238,3,Loyal Riders
R04239,3,Loyal Riders
R04240,0,Champions
R04241,2,At-Risk
R04242,1,Dormant
R04243,1,Dormant
R04244,0,Champions
R04245,3,Loyal Riders
R04246,2,At-Risk
R04247,2,At-Risk
R04248,2,At-Risk
R04249,1,Dormant
R04250,2,At-Risk
R04251,1,Dormant
R04252,2,At-Risk
R04253,2,At-Risk
R04254,1,Dormant
R04255,0,Champions
R04256,2,At-Risk
R04257,0,Champions
R04258,1,Dormant
R04259,2,At-Risk
R04260,1,Dormant
R04261,2,At-Risk
R04262,1,Dormant
R04263,0,Champions
R04264,0,Champions
R04265,1,Dormant
R04266,0,Champions
R04267,0,Champions
R04268,1,Dormant
R04269,0,Champions
R04270,2,At-Risk
R04271,2,At-Risk
R04272,0,Champions
R04273,1,Dormant
R04274,2,At-Risk
R04275,2,At-Risk
R04276,0,Champions
R04277,1,Dormant
R04278,1,Dormant
R04279,0,Champions
R04281,0,Champions
R04282,2,At-Risk
R04283,2,At-Risk
R04285,2,At-Risk
R04286,2,At-Risk
R04288,0,Champions
R04289,2,At-Risk
R04290,2,At-Risk
R04291,2,At-Risk
R04292,1,Dormant
R04293,0,Champions
R04294,2,At-Risk
R04295,1,Dormant
R04296,0,Champions
R04297,2,At-Risk
R04300,2,At-Risk
R04301,2,At-Risk
R04302,1,Dormant
R04303,0,Champions
R04304,2,At-Risk
R04305,0,Champions
R04306,2,At-Risk
R04307,2,At-Risk
R04308,1,Dormant
R04309,2,At-Risk
R04310,1,Dormant
R04311,2,At-Risk
R04313,2,At-Risk
R04315,2,At-Risk
R04316,0,Champions
R04317,2,At-Risk
R04318,1,Dormant
R04319,0,Champions
R04320,0,Champions
R04321,2,At-Risk
R04322,1,Dormant
R04323,3,Loyal Riders
R04324,2,At-Risk
R04325,2,At-Risk
R04326,0,Champions
R04327,2,At-Risk
R04328,3,Loyal Riders
R04329,2,At-Risk
R04330,2,At-Risk
R04331,3,Loyal Riders
R04332,2,At-Risk
R04333,2,At-Risk
R04334,0,Champions
R04335,0,Champions
R04336,3,Loyal Riders
R04338,1,Dormant
R04339,0,Champions
R04340,1,Dormant
R04341,2,At-Risk
R04342,3,Loyal Riders
R04343,2,At-Risk
R04344,1,Dormant
R04345,0,Champions
R04346,0,Champions
R04347,2,At-Risk
R04348,0,Champions
R04349,0,Champions
R04350,0,Champions
R04351,2,At-Risk
R04352,2,At-Risk
R04353,0,Champions
R04355,1,Dormant
R04356,2,At-Risk
R04357,0,Champions
R04358,0,Champions
R04359,2,At-Risk
R04360,2,At-Risk
R04361,1,Dormant
R04362,0,Champions
R04363,0,Champions
R04364,0,Champions
R04365,2,At-Risk
R04366,0,Champions
R04367,2,At-Risk
R04368,2,At-Risk
R04369,0,Champions
R04370,2,At-Risk
R04371,1,Dormant
R04372,0,Champions
R04373,2,At-Risk
R04374,0,Champions
R04376,1,Dormant
R04378,2,At-Risk
R04379,1,Dormant
R04380,0,Champions
R04381,2,At-Risk
R04382,1,Dormant
R04383,1,Dormant
R04384,2,At-Risk
R04385,2,At-Risk
R04386,0,Champions
R04387,0,Champions
R04388,1,Dormant
R04389,1,Dormant
R04390,3,Loyal Riders
R04391,3,Loyal Riders
R04392,3,Loyal Riders
R04393,2,At-Risk
R04394,1,Dormant
R04395,0,Champions
R04396,0,Champions
R04399,2,At-Risk
R04400,2,At-Risk
R04401,0,Champions
R04402,0,Champions
R04403,0,Champions
R04404,0,Champions
R04405,1,Dormant
R04406,2,At-Risk
R04407,1,Dormant
R04408,2,At-Risk
R04409,2,At-Risk
R04411,2,At-Risk
R04412,3,Loyal Riders
R04413,0,Champions
R04414,0,Champions
R04415,0,Champions
R04416,2,At-Risk
R04417,3,Loyal Riders
R04418,0,Champions
R04419,2,At-Risk
R04420,2,At-Risk
R04421,0,Champions
R04422,2,At-Risk
R04423,2,At-Risk
R04424,0,Champions
R04426,1,Dormant
R04427,0,Champions
R04428,1,Dormant
R04429,2,At-Risk
R04430,1,Dormant
R04431,0,Champions
R04432,2,At-Risk
R04433,2,At-Risk
R04434,1,Dormant
R04435,0,Champions
R04436,2,At-Risk
R04437,2,At-Risk
R04438,2,At-Risk
R04439,1,Dormant
R04440,1,Dormant
R04441,2,At-Risk
R04443,0,Champions
R04444,0,Champions
R04445,2,At-Risk
R04446,2,At-Risk
R04447,1,Dormant
R04448,3,Loyal Riders
R04449,0,Champions
R04450,0,Champions
R04451,2,At-Risk
R04452,2,At-Risk
R04453,2,At-Risk
R04454,0,Champions
R04455,2,At-Risk
R04456,0,Champions
R04457,0,Champions
R04458,2,At-Risk
R04460,0,Champions
R04461,3,Loyal Riders
R04462,1,Dormant
R04463,1,Dormant
R04464,2,At-Risk
R04465,1,Dormant
R04467,0,Champions
R04468,0,Champions
R04469,1,Dormant
R04470,2,At-Risk
R04471,0,Champions
R04472,2,At-Risk
R04473,2,At-Risk
R04474,2,At-Risk
R04475,0,Champions
R04476,0,Champions
R04477,2,At-Risk
R04478,2,At-Risk
R04479,2,At-Risk
R04480,2,At-Risk
R04481,2,At-Risk
R04482,2,At-Risk
R04483,2,At-Risk
R04484,0,Champions
R04485,2,At-Risk
R04486,0,Champions
R04487,0,Champions
R04488,2,At-Risk
R04489,0,Champions
R04490,0,Champions
R04491,2,At-Risk
R04492,2,At-Risk
R04493,2,At-Risk
R04494,2,At-Risk
R04495,0,Champions
R04496,0,Champions
R04497,0,Champions
R04498,2,At-Risk
R04499,0,Champions
R04500,2,At-Risk
R04501,2,At-Risk
R04502,0,Champions
R04503,2,At-Risk
R04504,0,Champions
R04505,2,At-Risk
R04506,0,Champions
R04507,2,At-Risk
R04508,1,Dormant
R04509,0,Champions
R04510,1,Dormant
R04511,2,At-Risk
R04512,0,Champions
R04513,2,At-Risk
R04514,0,Champions
R04515,2,At-Risk
R04516,1,Dormant
R04517,0,Champions
R04518,0,Champions
R04519,2,At-Risk
R04520,0,Champions
R04522,2,At-Risk
R04523,2,At-Risk
R04524,1,Dormant
R04525,1,Dormant
R04526,1,Dormant
R04527,2,At-Risk
R04528,0,Champions
R04529,0,Champions
R04530,2,At-Risk
R04532,2,At-Risk
R04533,0,Champions
R04534,2,At-Risk
R04535,1,Dormant
R04537,3,Loyal Riders
R04538,2,At-Risk
R04539,1,Dormant
R04540,2,At-Risk
R04541,2,At-Risk
R04542,0,Champions
R04543,2,At-Risk
R04544,1,Dormant
R04545,1,Dormant
R04546,2,At-Risk
R04547,0,Champions
R04548,2,At-Risk
R04549,0,Champions
R04550,0,Champions
R04551,2,At-Risk
R04552,0,Champions
R04553,1,Dormant
R04554,2,At-Risk
R04555,1,Dormant
R04557,0,Champions
R04558,3,Loyal Riders
R04559,2,At-Risk
R04560,0,Champions
R04561,0,Champions
R04562,0,Champions
R04563,2,At-Risk
R04564,0,Champions
R04565,2,At-Risk
R04566,2,At-Risk
R04567,2,At-Risk
R04568,1,Dormant
R04569,1,Dormant
R04570,2,At-Risk
R04571,2,At-Risk
R04572,0,Champions
R04573,2,At-Risk
R04574,2,At-Risk
R04575,2,At-Risk
R04576,0,Champions
R04577,2,At-Risk
R04578,0,Champions
R04579,1,Dormant
R04580,0,Champions
R04581,2,At-Risk
R04582,1,Dormant
R04583,1,Dormant
R04584,0,Champions
R04585,0,Champions
R04586,2,At-Risk
R04587,2,At-Risk
R04588,2,At-Risk
R04589,0,Champions
R04590,0,Champions
R04591,2,At-Risk
R04592,3,Loyal Riders
R04593,0,Champions
R04594,0,Champions
R04595,0,Champions
R04596,2,At-Risk
R04597,3,Loyal Riders
R04598,1,Dormant
R04599,0,Champions
R04600,3,Loyal Riders
R04601,1,Dormant
R04602,0,Champions
R04603,2,At-Risk
R04604,0,Champions
R04605,0,Champions
R04606,2,At-Risk
R04607,2,At-Risk
R04608,1,Dormant
R04609,1,Dormant
R04610,2,At-Risk
R04611,2,At-Risk
R04612,2,At-Risk
R04613,2,At-Risk
R04614,2,At-Risk
R04615,2,At-Risk
R04616,0,Champions
R04617,0,Champions
R04618,1,Dormant
R04619,2,At-Risk
R04620,2,At-Risk
R04621,2,At-Risk
R04622,1,Dormant
R04623,0,Champions
R04624,1,Dormant
R04625,0,Champions
R04626,1,Dormant
R04627,2,At-Risk
R04628,0,Champions
R04629,0,Champions
R04630,2,At-Risk
R04631,3,Loyal Riders
R04632,1,Dormant
R04633,0,Champions
R04634,2,At-Risk
R04635,0,Champions
R04636,2,At-Risk
R04637,0,Champions
R04638,0,Champions
R04639,1,Dormant
R04640,0,Champions
R04641,0,Champions
R04642,1,Dormant
R04643,1,Dormant
R04644,2,At-Risk
R04645,0,Champions
R04646,2,At-Risk
R04647,2,At-Risk
R04648,2,At-Risk
R04649,0,Champions
R04650,0,Champions
R04651,0,Champions
R04652,2,At-Risk
R04653,1,Dormant
R04654,2,At-Risk
R04655,0,Champions
R04656,2,At-Risk
R04657,1,Dormant
R04658,2,At-Risk
R04659,0,Champions
R04660,2,At-Risk
R04661,2,At-Risk
R04662,3,Loyal Riders
R04663,0,Champions
R04664,2,At-Risk
R04665,1,Dormant
R04666,2,At-Risk
R04667,2,At-Risk
R04668,3,Loyal Riders
R04670,2,At-Risk
R04671,2,At-Risk
R04672,1,Dormant
R04673,2,At-Risk
R04674,0,Champions
R04675,1,Dormant
R04677,2,At-Risk
R04678,2,At-Risk
R04679,1,Dormant
R04680,2,At-Risk
R04681,0,Champions
R04683,2,At-Risk
R04684,3,Loyal Riders
R04685,2,At-Risk
R04686,2,At-Risk
R04687,0,Champions
R04688,1,Dormant
R04690,2,At-Risk
R04691,2,At-Risk
R04692,0,Champions
R04693,0,Champions
R04694,1,Dormant
R04695,0,Champions
R04696,1,Dormant
R04697,2,At-Risk
R04698,0,Champions
R04699,2,At-Risk
R04700,0,Champions
R04701,3,Loyal Riders
R04702,3,Loyal Riders
R04703,0,Champions
R04704,2,At-Risk
R04705,0,Champions
R04706,3,Loyal Riders
R04707,1,Dormant
R04708,0,Champions
R04709,0,Champions
R04710,2,At-Risk
R04711,2,At-Risk
R04713,1,Dormant
R04715,2,At-Risk
R04716,0,Champions
R04717,0,Champions
R04718,2,At-Risk
R04719,2,At-Risk
R04720,1,Dormant
R04721,2,At-Risk
R04722,0,Champions
R04723,3,Loyal Riders
R04724,0,Champions
R04725,0,Champions
R04726,2,At-Risk
R04727,0,Champions
R04728,0,Champions
R04729,1,Dormant
R04730,0,Champions
R04731,2,At-Risk
R04732,1,Dormant
R04733,0,Champions
R04734,2,At-Risk
R04735,2,At-Risk
R04736,2,At-Risk
R04737,2,At-Risk
R04738,1,Dormant
R04740,0,Champions
R04741,1,Dormant
R04742,2,At-Risk
R04743,2,At-Risk
R04744,2,At-Risk
R04745,1,Dormant
R04746,0,Champions
R04747,1,Dormant
R04748,3,Loyal Riders
R04749,1,Dormant
R04750,0,Champions
R04751,0,Champions
R04752,0,Champions
R04753,1,Dormant
R04754,2,At-Risk
R04755,1,Dormant
R04756,1,Dormant
R04757,2,At-Risk
R04758,1,Dormant
R04759,2,At-Risk
R04760,1,Dormant
R04762,2,At-Risk
R04763,1,Dormant
R04764,1,Dormant
R04765,2,At-Risk
R04766,2,At-Risk
R04767,2,At-Risk
R04768,1,Dormant
R04770,0,Champions
R04771,1,Dormant
R04772,0,Champions
R04774,2,At-Risk
R04775,1,Dormant
R04776,2,At-Risk
R04777,0,Champions
R04778,1,Dormant
R04779,1,Dormant
R04780,2,At-Risk
R04781,0,Champions
R04782,2,At-Risk
R04783,0,Champions
R04784,0,Champions
R04785,0,Champions
R04786,2,At-Risk
R04787,2,At-Risk
R04788,3,Loyal Riders
R04789,2,At-Risk
R04790,0,Champions
R04791,2,At-Risk
R04792,0,Champions
R04795,2,At-Risk
R04797,2,At-Risk
R04798,0,Champions
R04800,2,At-Risk
R04801,0,Champions
R04802,2,At-Risk
R04803,2,At-Risk
R04804,1,Dormant
R04805,0,Champions
R04806,2,At-Risk
R04807,2,At-Risk
R04808,2,At-Risk
R04810,0,Champions
R04811,1,Dormant
R04812,0,Champions
R04813,2,At-Risk
R04814,2,At-Risk
R04815,0,Champions
R04816,0,Champions
R04817,0,Champions
R04818,2,At-Risk
R04819,1,Dormant
R04820,2,At-Risk
R04821,3,Loyal Riders
R04822,2,At-Risk
R04823,2,At-Risk
R04824,2,At-Risk
R04825,2,At-Risk
R04826,0,Champions
R04827,0,Champions
R04828,2,At-Risk
R04829,0,Champions
R04830,0,Champions
R04831,2,At-Risk
R04832,3,Loyal Riders
R04833,2,At-Risk
R04834,3,Loyal Riders
R04835,0,Champions
R04836,1,Dormant
R04838,2,At-Risk
R04839,0,Champions
R04841,2,At-Risk
R04842,2,At-Risk
R04843,0,Champions
R04845,2,At-Risk
R04846,2,At-Risk
R04847,2,At-Risk
R04848,0,Champions
R04849,2,At-Risk
R04850,0,Champions
R04852,3,Loyal Riders
R04853,1,Dormant
R04855,0,Champions
R04856,2,At-Risk
R04857,2,At-Risk
R04858,0,Champions
R04859,2,At-Risk
R04860,1,Dormant
R04861,2,At-Risk
R04862,2,At-Risk
R04863,0,Champions
R04864,0,Champions
R04865,2,At-Risk
R04866,0,Champions
R04867,1,Dormant
R04868,0,Champions
R04869,3,Loyal Riders
R04870,3,Loyal Riders
R04871,2,At-Risk
R04872,2,At-Risk
R04875,2,At-Risk
R04876,0,Champions
R04878,0,Champions
R04879,0,Champions
R04880,0,Champions
R04881,2,At-Risk
R04882,0,Champions
R04883,0,Champions
R04884,0,Champions
R04886,2,At-Risk
R04887,1,Dormant
R04888,3,Loyal Riders
R04889,3,Loyal Riders
R04890,1,Dormant
R04891,0,Champions
R04892,1,Dormant
R04893,2,At-Risk
R04894,0,Champions
R04895,2,At-Risk
R04896,1,Dormant
R04897,2,At-Risk
R04898,3,Loyal Riders
R04899,2,At-Risk
R04900,1,Dormant
R04901,2,At-Risk
R04902,2,At-Risk
R04904,2,At-Risk
R04905,2,At-Risk
R04906,0,Champions
R04907,1,Dormant
R04908,2,At-Risk
R04909,1,Dormant
R04910,2,At-Risk
R04911,2,At-Risk
R04912,1,Dormant
R04913,1,Dormant
R04914,0,Champions
R04915,0,Champions
R04917,0,Champions
R04918,2,At-Risk
R04920,2,At-Risk
R04921,0,Champions
R04922,1,Dormant
R04923,0,Champions
R04924,0,Champions
R04925,0,Champions
R04926,1,Dormant
R04928,2,At-Risk
R04929,2,At-Risk
R04930,2,At-Risk
R04931,1,Dormant
R04932,3,Loyal Riders
R04933,0,Champions
R04934,2,At-Risk
R04935,0,Champions
R04936,1,Dormant
R04937,3,Loyal Riders
R04938,2,At-Risk
R04939,1,Dormant
R04940,1,Dormant
R04941,2,At-Risk
R04942,0,Champions
R04943,1,Dormant
R04944,0,Champions
R04945,2,At-Risk
R04946,0,Champions
R04947,2,At-Risk
R04948,3,Loyal Riders
R04949,2,At-Risk
R04950,2,At-Risk
R04951,0,Champions
R04952,1,Dormant
R04953,2,At-Risk
R04954,0,Champions
R04955,0,Champions
R04957,0,Champions
R04958,0,Champions
R04959,0,Champions
R04960,1,Dormant
R04961,0,Champions
R04962,2,At-Risk
R04963,0,Champions
R04964,0,Champions
R04965,2,At-Risk
R04966,0,Champions
R04967,0,Champions
R04969,1,Dormant
R04970,1,Dormant
R04971,2,At-Risk
R04972,3,Loyal Riders
R04973,1,Dormant
R04974,0,Champions
R04975,0,Champions
R04976,0,Champions
R04977,0,Champions
R04978,1,Dormant
R04979,0,Champions
R04980,0,Champions
R04981,0,Champions
R04982,2,At-Risk
R04983,0,Champions
R04984,2,At-Risk
R04985,2,At-Risk
R04986,2,At-Risk
R04988,0,Champions
R04989,3,Loyal Riders
R04990,0,Champions
R04991,1,Dormant
R04992,1,Dormant
R04993,0,Champions
R04994,1,Dormant
R04995,0,Champions
R04996,2,At-Risk
R04997,0,Champions
R04998,2,At-Risk
R04999,2,At-Risk
R05000,2,At-Risk
R05001,0,Champions
R05002,3,Loyal Riders
R05003,1,Dormant
R05004,2,At-Risk
R05006,3,Loyal Riders
R05008,2,At-Risk
R05009,0,Champions
R05010,0,Champions
R05011,0,Champions
R05012,2,At-Risk
R05013,0,Champions
R05014,2,At-Risk
R05015,2,At-Risk
R05017,1,Dormant
R05018,2,At-Risk
R05019,2,At-Risk
R05020,0,Champions
R05021,0,Champions
R05024,2,At-Risk
R05025,2,At-Risk
R05026,0,Champions
R05027,0,Champions
R05028,0,Champions
R05029,0,Champions
R05030,0,Champions
R05031,2,At-Risk
R05032,1,Dormant
R05033,2,At-Risk
R05034,1,Dormant
R05035,0,Champions
R05036,0,Champions
R05037,0,Champions
R05038,0,Champions
R05039,2,At-Risk
R05040,2,At-Risk
R05041,0,Champions
R05042,0,Champions
R05043,1,Dormant
R05044,1,Dormant
R05045,1,Dormant
R05046,0,Champions
R05047,0,Champions
R05049,2,At-Risk
R05050,3,Loyal Riders
R05051,0,Champions
R05052,0,Champions
R05053,2,At-Risk
R05054,1,Dormant
R05055,2,At-Risk
R05056,0,Champions
R05057,2,At-Risk
R05058,2,At-Risk
R05059,1,Dormant
R05060,0,Champions
R05061,0,Champions
R05062,0,Champions
R05063,0,Champions
R05064,0,Champions
R05065,1,Dormant
R05066,2,At-Risk
R05067,0,Champions
R05068,0,Champions
R05069,0,Champions
R05070,0,Champions
R05071,1,Dormant
R05072,0,Champions
R05073,3,Loyal Riders
R05074,2,At-Risk
R05075,2,At-Risk
R05076,2,At-Risk
R05077,0,Champions
R05078,0,Champions
R05079,0,Champions
R05080,1,Dormant
R05082,0,Champions
R05083,1,Dormant
R05084,2,At-Risk
R05085,2,At-Risk
R05086,2,At-Risk
R05087,1,Dormant
R05088,1,Dormant
R05089,0,Champions
R05090,1,Dormant
R05092,2,At-Risk
R05093,2,At-Risk
R05094,3,Loyal Riders
R05095,2,At-Risk
R05096,2,At-Risk
R05097,2,At-Risk
R05098,0,Champions
R05099,2,At-Risk
R05100,1,Dormant
R05101,2,At-Risk
R05102,1,Dormant
R05104,0,Champions
R05105,1,Dormant
R05106,2,At-Risk
R05107,2,At-Risk
R05108,0,Champions
R05109,0,Champions
R05110,2,At-Risk
R05111,2,At-Risk
R05112,1,Dormant
R05113,0,Champions
R05114,1,Dormant
R05115,2,At-Risk
R05116,1,Dormant
R05117,2,At-Risk
R05119,1,Dormant
R05120,0,Champions
R05121,0,Champions
R05122,0,Champions
R05123,0,Champions
R05124,2,At-Risk
R05125,2,At-Risk
R05126,1,Dormant
R05127,0,Champions
R05128,2,At-Risk
R05129,0,Champions
R05130,2,At-Risk
R05131,2,At-Risk
R05132,2,At-Risk
R05133,0,Champions
R05134,0,Champions
R05135,2,At-Risk
R05136,0,Champions
R05137,1,Dormant
R05138,2,At-Risk
R05139,0,Champions
R05140,0,Champions
R05141,0,Champions
R05142,1,Dormant
R05143,0,Champions
R05144,2,At-Risk
R05145,2,At-Risk
R05146,0,Champions
R05148,1,Dormant
R05149,0,Champions
R05150,0,Champions
R05151,0,Champions
R05152,0,Champions
R05153,0,Champions
R05154,2,At-Risk
R05155,0,Champions
R05156,0,Champions
R05157,2,At-Risk
R05158,0,Champions
R05160,1,Dormant
R05161,0,Champions
R05164,2,At-Risk
R05165,0,Champions
R05166,2,At-Risk
R05167,2,At-Risk
R05168,2,At-Risk
R05169,2,At-Risk
R05170,0,Champions
R05171,2,At-Risk
R05172,2,At-Risk
R05173,3,Loyal Riders
R05174,2,At-Risk
R05175,1,Dormant
R05176,0,Champions
R05177,1,Dormant
R05179,0,Champions
R05180,1,Dormant
R05181,1,Dormant
R05182,2,At-Risk
R05183,2,At-Risk
R05184,2,At-Risk
R05185,2,At-Risk
R05186,2,At-Risk
R05187,2,At-Risk
R05188,0,Champions
R05189,0,Champions
R05190,0,Champions
R05191,1,Dormant
R05193,0,Champions
R05195,0,Champions
R05196,0,Champions
R05197,2,At-Risk
R05198,0,Champions
R05199,0,Champions
R05200,1,Dormant
R05201,0,Champions
R05202,2,At-Risk
R05203,0,Champions
R05204,2,At-Risk
R05205,0,Champions
R05206,0,Champions
R05207,1,Dormant
R05208,0,Champions
R05209,2,At-Risk
R05210,1,Dormant
R05211,2,At-Risk
R05212,2,At-Risk
R05213,3,Loyal Riders
R05214,2,At-Risk
R05215,0,Champions
R05216,2,At-Risk
R05217,2,At-Risk
R05218,0,Champions
R05219,1,Dormant
R05220,0,Champions
R05221,0,Champions
R05222,1,Dormant
R05223,0,Champions
R05224,2,At-Risk
R05225,0,Champions
R05226,0,Champions
R05227,0,Champions
R05228,0,Champions
R05229,0,Champions
R05230,0,Champions
R05231,0,Champions
R05232,2,At-Risk
R05233,1,Dormant
R05234,0,Champions
R05235,0,Champions
R05236,3,Loyal Riders
R05237,0,Champions
R05238,0,Champions
R05239,0,Champions
R05240,0,Champions
R05241,2,At-Risk
R05242,0,Champions
R05243,2,At-Risk
R05244,1,Dormant
R05245,2,At-Risk
R05246,0,Champions
R05247,2,At-Risk
R05248,0,Champions
R05249,1,Dormant
R05250,1,Dormant
R05251,0,Champions
R05252,2,At-Risk
R05253,0,Champions
R05254,0,Champions
R05255,1,Dormant
R05256,2,At-Risk
R05257,2,At-Risk
R05258,1,Dormant
R05259,2,At-Risk
R05260,1,Dormant
R05261,2,At-Risk
R05263,0,Champions
R05264,0,Champions
R05265,2,At-Risk
R05266,0,Champions
R05267,0,Champions
R05268,1,Dormant
R05269,2,At-Risk
R05270,1,Dormant
R05271,2,At-Risk
R05272,2,At-Risk
R05273,0,Champions
R05274,0,Champions
R05275,2,At-Risk
R05276,2,At-Risk
R05277,2,At-Risk
R05278,0,Champions
R05279,0,Champions
R05280,2,At-Risk
R05281,2,At-Risk
R05282,0,Champions
R05283,0,Champions
R05284,0,Champions
R05285,0,Champions
R05286,0,Champions
R05287,2,At-Risk
R05288,0,Champions
R05290,3,Loyal Riders
R05291,0,Champions
R05292,1,Dormant
R05294,2,At-Risk
R05295,1,Dormant
R05296,1,Dormant
R05297,2,At-Risk
R05298,1,Dormant
R05300,2,At-Risk
R05302,3,Loyal Riders
R05303,2,At-Risk
R05304,2,At-Risk
R05305,2,At-Risk
R05306,3,Loyal Riders
R05307,1,Dormant
R05308,1,Dormant
R05309,2,At-Risk
R05310,0,Champions
R05311,2,At-Risk
R05313,0,Champions
R05314,1,Dormant
R05315,1,Dormant
R05317,2,At-Risk
R05318,0,Champions
R05319,2,At-Risk
R05320,0,Champions
R05321,0,Champions
R05322,2,At-Risk
R05323,2,At-Risk
R05324,1,Dormant
R05325,2,At-Risk
R05326,0,Champions
R05327,0,Champions
R05329,0,Champions
R05331,2,At-Risk
R05332,0,Champions
R05333,0,Champions
R05334,2,At-Risk
R05336,2,At-Risk
R05337,0,Champions
R05338,0,Champions
R05339,1,Dormant
R05341,2,At-Risk
R05342,0,Champions
R05344,0,Champions
R05345,1,Dormant
R05346,1,Dormant
R05347,1,Dormant
R05348,1,Dormant
R05349,0,Champions
R05352,2,At-Risk
R05353,1,Dormant
R05354,0,Champions
R05356,2,At-Risk
R05357,2,At-Risk
R05358,1,Dormant
R05359,0,Champions
R05360,2,At-Risk
R05361,2,At-Risk
R05362,0,Champions
R05363,2,At-Risk
R05364,2,At-Risk
R05365,2,At-Risk
R05366,1,Dormant
R05367,0,Champions
R05368,1,Dormant
R05369,0,Champions
R05370,0,Champions
R05372,0,Champions
R05373,0,Champions
R05375,0,Champions
R05376,2,At-Risk
R05377,2,At-Risk
R05378,2,At-Risk
R05379,1,Dormant
R05381,2,At-Risk
R05382,2,At-Risk
R05383,1,Dormant
R05384,1,Dormant
R05385,2,At-Risk
R05386,0,Champions
R05387,3,Loyal Riders
R05388,2,At-Risk
R05389,2,At-Risk
R05390,1,Dormant
R05391,0,Champions
R05392,0,Champions
R05393,0,Champions
R05394,0,Champions
R05395,0,Champions
R05396,0,Champions
R05397,2,At-Risk
R05398,0,Champions
R05399,2,At-Risk
R05400,2,At-Risk
